,id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_name,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id
9409,17253659,shape,,,,declarative,eng,-2147483648,1,31,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,128.693,129.596,s,Eng-NA,21,330,22782,22782,43672
9410,17253660,shell,,,,declarative,eng,-2147483648,1,34,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,164.553,165.574,s,Eng-NA,21,330,22782,22782,43655
9411,17253661,teacher,,,,declarative,eng,-2147483648,1,33,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,167.718,168.847,s,Eng-NA,21,330,22782,22782,43658
9412,17253662,choking,,,,declarative,eng,-2147483648,1,31,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,216.234,217.246,s,Eng-NA,21,330,22782,22782,43668
9413,17253663,tongue,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,114.157,115.276,s,Eng-NA,21,330,22782,22782,43664
9414,17253664,duel,,,,declarative,eng,-2147483648,1,39,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,245.09,245.971,s,Eng-NA,21,330,22782,22782,43656
9415,17253665,seal,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,217.917,218.9,s,Eng-NA,21,330,22782,22782,43671
9416,17253666,thinking,,,,declarative,eng,-2147483648,1,36,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,96.074,97.069,s,Eng-NA,21,330,22782,22782,43660
9417,17253667,teacher,,,,declarative,eng,-2147483648,1,33,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,118.496,119.528,s,Eng-NA,21,330,22782,22782,43666
9418,17253668,taste,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,99.046,99.93,s,Eng-NA,21,330,22782,22782,43669
9419,17253669,duke,,,,declarative,eng,-2147483648,1,35,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,276.403,276.822,s,Eng-NA,21,330,22782,22782,43663
9420,17253670,golf,,,,declarative,eng,-2147483648,1,43,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,196.368,197.185,s,Eng-NA,21,330,22782,22782,43652
9421,17253671,chart,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,106.064,107.219,s,Eng-NA,21,330,22782,22782,43667
9422,17253672,twisted,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,219.509,220.76,s,Eng-NA,21,330,22782,22782,43668
9423,17253673,cocoa,,,,declarative,eng,-2147483648,1,36,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,250.485,252.226,s,Eng-NA,21,330,22782,22782,43657
